caminho_completo,nome_arquivo,classe,subtipo,label_final
data/raw/aerosol_cans/default/Image_148.png,Image_148.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_149.png,Image_149.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_15.png,Image_15.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_150.png,Image_150.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_151.png,Image_151.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_152.png,Image_152.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_153.png,Image_153.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_154.png,Image_154.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_155.png,Image_155.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_156.png,Image_156.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_157.png,Image_157.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_158.png,Image_158.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_159.png,Image_159.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_16.png,Image_16.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_160.png,Image_160.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_161.png,Image_161.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_162.png,Image_162.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_163.png,Image_163.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_164.png,Image_164.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_165.png,Image_165.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_166.png,Image_166.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_167.png,Image_167.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_168.png,Image_168.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_169.png,Image_169.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_17.png,Image_17.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_170.png,Image_170.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_171.png,Image_171.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_172.png,Image_172.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_173.png,Image_173.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_174.png,Image_174.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_175.png,Image_175.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_176.png,Image_176.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_177.png,Image_177.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_178.png,Image_178.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_179.png,Image_179.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_18.png,Image_18.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_180.png,Image_180.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_181.png,Image_181.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_182.png,Image_182.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_183.png,Image_183.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_184.png,Image_184.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_185.png,Image_185.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_186.png,Image_186.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_187.png,Image_187.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_188.png,Image_188.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_189.png,Image_189.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_19.png,Image_19.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_190.png,Image_190.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_191.png,Image_191.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_192.png,Image_192.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_193.png,Image_193.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_194.png,Image_194.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_195.png,Image_195.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_196.png,Image_196.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_197.png,Image_197.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_198.png,Image_198.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_199.png,Image_199.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_2.png,Image_2.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_20.png,Image_20.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_200.png,Image_200.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_201.png,Image_201.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_202.png,Image_202.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_203.png,Image_203.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_204.png,Image_204.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_205.png,Image_205.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_206.png,Image_206.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_207.png,Image_207.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_208.png,Image_208.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_209.png,Image_209.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_21.png,Image_21.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_210.png,Image_210.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_211.png,Image_211.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_212.png,Image_212.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_213.png,Image_213.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_214.png,Image_214.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_215.png,Image_215.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_216.png,Image_216.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_217.png,Image_217.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_218.png,Image_218.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_219.png,Image_219.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_22.png,Image_22.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_220.png,Image_220.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_221.png,Image_221.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_222.png,Image_222.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_223.png,Image_223.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_224.png,Image_224.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_225.png,Image_225.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_226.png,Image_226.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_227.png,Image_227.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_228.png,Image_228.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_229.png,Image_229.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_23.png,Image_23.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_230.png,Image_230.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_231.png,Image_231.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_232.png,Image_232.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_233.png,Image_233.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_234.png,Image_234.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_235.png,Image_235.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_236.png,Image_236.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_237.png,Image_237.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_238.png,Image_238.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_239.png,Image_239.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_24.png,Image_24.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_240.png,Image_240.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_241.png,Image_241.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_242.png,Image_242.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_243.png,Image_243.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_244.png,Image_244.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_245.png,Image_245.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_246.png,Image_246.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_247.png,Image_247.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_248.png,Image_248.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_249.png,Image_249.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_25.png,Image_25.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_250.png,Image_250.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_26.png,Image_26.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_27.png,Image_27.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_28.png,Image_28.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_29.png,Image_29.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_3.png,Image_3.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_30.png,Image_30.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_31.png,Image_31.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_32.png,Image_32.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_33.png,Image_33.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_34.png,Image_34.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_35.png,Image_35.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_36.png,Image_36.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_37.png,Image_37.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_38.png,Image_38.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_39.png,Image_39.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_4.png,Image_4.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_40.png,Image_40.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_41.png,Image_41.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_42.png,Image_42.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_43.png,Image_43.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_44.png,Image_44.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_45.png,Image_45.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_46.png,Image_46.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_47.png,Image_47.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_48.png,Image_48.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_49.png,Image_49.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_5.png,Image_5.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_50.png,Image_50.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_51.png,Image_51.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_52.png,Image_52.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_53.png,Image_53.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_54.png,Image_54.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_55.png,Image_55.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_56.png,Image_56.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_57.png,Image_57.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_58.png,Image_58.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_59.png,Image_59.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_6.png,Image_6.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_60.png,Image_60.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_61.png,Image_61.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_62.png,Image_62.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_63.png,Image_63.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_64.png,Image_64.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_65.png,Image_65.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_66.png,Image_66.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_67.png,Image_67.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_68.png,Image_68.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_69.png,Image_69.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_7.png,Image_7.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_70.png,Image_70.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_71.png,Image_71.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_72.png,Image_72.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_73.png,Image_73.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_74.png,Image_74.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_75.png,Image_75.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_76.png,Image_76.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_77.png,Image_77.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_78.png,Image_78.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_79.png,Image_79.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_8.png,Image_8.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_80.png,Image_80.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_81.png,Image_81.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_82.png,Image_82.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_83.png,Image_83.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_84.png,Image_84.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_85.png,Image_85.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_86.png,Image_86.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_87.png,Image_87.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_88.png,Image_88.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_89.png,Image_89.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_9.png,Image_9.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_90.png,Image_90.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_91.png,Image_91.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_92.png,Image_92.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_93.png,Image_93.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_94.png,Image_94.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_95.png,Image_95.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_96.png,Image_96.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_97.png,Image_97.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_98.png,Image_98.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/default/Image_99.png,Image_99.png,aerosol_cans,default,aerosol_cans/default
data/raw/aerosol_cans/real_world/Image_1.png,Image_1.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_10.png,Image_10.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_100.png,Image_100.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_101.png,Image_101.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_102.png,Image_102.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_103.png,Image_103.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_104.png,Image_104.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_105.png,Image_105.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_106.png,Image_106.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_107.png,Image_107.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_108.png,Image_108.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_109.png,Image_109.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_11.png,Image_11.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_110.png,Image_110.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_111.png,Image_111.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_112.png,Image_112.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_113.png,Image_113.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_114.png,Image_114.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_115.png,Image_115.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_116.png,Image_116.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_117.png,Image_117.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_118.png,Image_118.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_119.png,Image_119.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_12.png,Image_12.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_120.png,Image_120.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_121.png,Image_121.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_122.png,Image_122.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_123.png,Image_123.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_124.png,Image_124.png,aerosol_cans,real_world,aerosol_cans/real_world
data/raw/aerosol_cans/real_world/Image_125.png,Image_125.png,aerosol_cans,real_world,aerosol_cans/real_world
